"Familia","Binomio","N. Fontes","Flora e Funga do Brasil, 2014","Cardoso et all, 2017","Arieira et all, 2021","wcvp_plant_name_id","wcvp_taxon_rank","wcvp_taxon_status","wcvp_family","wcvp_taxon_name","wcvp_taxon_authors","wcvp_accepted_plant_name_id","wcvp_reviewed","wcvp_searchedName","wcvp_taxon_status_of_searchedName","wcvp_plant_name_id_of_searchedName","wcvp_taxon_authors_of_searchedName","wcvp_searchNotes","fb2020_taxonID","fb2020_acceptedNameUsageID","fb2020_scientificName","fb2020_taxonRank","fb2020_scientificNameAuthorship","fb2020_taxonomicStatus","fb2020_nomenclaturalStatus","fb2020_scientificNamewithoutAuthorship","fb2020_searchNotes","categoria_Ameaca_Portaria_443"
"Myrtaceae","Neea longipedunculata",2,,1,1,2384212,"Species","Accepted","Nyctaginaceae","Neea longipedunculata","Britton ex Rusby",2384212,"N","Neea longipedunculata",,,,"Accepted",,,,,,,,,"Not found",
"Myrtaceae","Neea macrophylla",3,1,1,1,2384203,"Species","Accepted","Nyctaginaceae","Neea macrophylla","Poepp. & Endl.",2384203,"N","Neea macrophylla","Accepted|Illegitimate","2384203|2384210","Poepp. & Endl.|Britton ex Rusby","Accepted among homonyms",10926,,"Neea macrophylla Poepp. & Endl.","ESPECIE","Poepp. & Endl.","NOME_ACEITO",,"Neea macrophylla","NOME_ACEITO",
"Myrtaceae","Neea madeirana",3,1,1,1,2384218,"Species","Accepted","Nyctaginaceae","Neea madeirana","Standl.",2384218,"N","Neea madeirana",,,,"Accepted",24043,,"Neea madeirana Standl.","ESPECIE","Standl.","NOME_ACEITO",,"Neea madeirana","NOME_ACEITO",
"Myrtaceae","Neea mapirensis",2,,1,1,2384208,"Species","Accepted","Nyctaginaceae","Neea mapirensis","Standl.",2384208,"N","Neea mapirensis",,,,"Accepted",,,,,,,,,"Not found",
"Myrtaceae","Neea neblinensis",2,,1,1,2384228,"Species","Accepted","Nyctaginaceae","Neea neblinensis","Maguire & Steyerm.",2384228,"N","Neea neblinensis",,,,"Accepted",,,,,,,,,"Not found",
"Myrtaceae","Neea obovata",3,1,1,1,2384233,"Species","Accepted","Nyctaginaceae","Neea obovata","Spruce ex Heimerl",2384233,"N","Neea obovata",,,,"Accepted",25892,,"Neea obovata Spruce ex Heimerl","ESPECIE","Spruce ex Heimerl","NOME_ACEITO","NOME_CORRETO","Neea obovata","NOME_ACEITO",
"Myrtaceae","Neea oppositifolia",3,1,1,1,2384232,"Species","Accepted","Nyctaginaceae","Neea oppositifolia","Ruiz & Pav.",2384232,"N","Neea oppositifolia",,,,"Accepted",31677,,"Neea oppositifolia Ruiz & Pav.","ESPECIE","Ruiz & Pav.","NOME_ACEITO","NOME_CORRETO","Neea oppositifolia","NOME_ACEITO",
"Myrtaceae","Neea ovalifolia",3,1,1,1,2384230,"Species","Accepted","Nyctaginaceae","Neea ovalifolia","Spruce ex J.A.Schmidt",2384230,"N","Neea ovalifolia",,,,"Accepted",10927,,"Neea ovalifolia Spruce ex J.A.Schmidt","ESPECIE","Spruce ex J.A.Schmidt","NOME_ACEITO","NOME_CORRETO","Neea ovalifolia","NOME_ACEITO",
"Myrtaceae","Neea parimensis",2,,1,1,2384219,"Species","Accepted","Nyctaginaceae","Neea parimensis","Steyerm.",2384219,"N","Neea parimensis",,,,"Accepted",,,,,,,,,"Not found",
"Myrtaceae","Neea parviflora",3,1,1,1,2384227,"Species","Accepted","Nyctaginaceae","Neea parviflora","Poepp. & Endl.",2384227,"N","Neea parviflora",,,,"Accepted",24044,,"Neea parviflora Poepp. & Endl.","ESPECIE","Poepp. & Endl.","NOME_ACEITO","NOME_CORRETO","Neea parviflora","NOME_ACEITO",
"Myrtaceae","Neea parvifolia",1,,,1,2384220,"Species","Accepted","Nyctaginaceae","Neea psychotrioides","Donn.Sm.",2384220,"N","Neea parvifolia","Synonym","2384235","Lundell","Updated",,,,,,,,,"Not found",
"Myrtaceae","Neea psychotrioides",1,,,1,2384220,"Species","Accepted","Nyctaginaceae","Neea psychotrioides","Donn.Sm.",2384220,"N","Neea psychotrioides",,,,"Accepted",,,,,,,,,"Not found",
"Myrtaceae","Neea pubescens",2,,1,1,2384201,"Species","Accepted","Nyctaginaceae","Neea pubescens","Poepp. & Endl.",2384201,"N","Neea pubescens",,,,"Accepted",10923,,"Neea hermaphrodita S.Moore","ESPECIE","S.Moore","NOME_ACEITO",,"Neea hermaphrodita","Updated",
"Myrtaceae","Neea robusta",1,,,1,2384183,"Species","Accepted","Nyctaginaceae","Neea robusta","Steyerm.",2384183,"N","Neea robusta",,,,"Accepted",86069,,"Neea robusta Steyerm.","ESPECIE","Steyerm.","NOME_ACEITO",,"Neea robusta","NOME_ACEITO",
"Myrtaceae","Neea rubescens",1,1,,,3306788,"Species","Accepted","Nyctaginaceae","Neea rubescens","D.S.Costa",3306788,"N","Neea rubescens",,,,"Accepted",625139,,"Neea rubescens D.S. Costa","ESPECIE","D.S. Costa","NOME_ACEITO","NOME_CORRETO","Neea rubescens","NOME_ACEITO",
"Myrtaceae","Neea sebastianii",2,,1,1,2384177,"Species","Accepted","Nyctaginaceae","Neea sebastianii","Steyerm.",2384177,"N","Neea sebastianii",,,,"Accepted",,,,,,,,,"Not found",
"Myrtaceae","Neea stellulata",1,,,1,2384230,"Species","Accepted","Nyctaginaceae","Neea ovalifolia","Spruce ex J.A.Schmidt",2384230,"N","Neea stellulata","Synonym","2385524","(Huber) Heimerl","Updated",86071,,"Neea stellulata (Huber) Heimerl","ESPECIE","(Huber) Heimerl",,"NOME_APLICACAO_INCERTA","Neea stellulata",,
"Myrtaceae","Neea subglabrata",2,,1,1,2384178,"Species","Accepted","Nyctaginaceae","Neea subglabrata","Steyerm.",2384178,"N","Neea subglabrata",,,,"Accepted",,,,,,,,,"Not found",
"Myrtaceae","Neea theifera",2,1,,1,2384197,"Species","Accepted","Nyctaginaceae","Neea theifera","Oerst.",2384197,"N","Neea theifera",,,,"Accepted",19909,,"Neea theifera Oerst.","ESPECIE","Oerst.","NOME_ACEITO","NOME_CORRETO","Neea theifera","NOME_ACEITO",
"Myrtaceae","Neea tristis",2,,1,1,2384186,"Species","Accepted","Nyctaginaceae","Neea tristis","Heimerl",2384186,"N","Neea tristis",,,,"Accepted",31677,,"Neea oppositifolia Ruiz & Pav.","ESPECIE","Ruiz & Pav.","NOME_ACEITO","NOME_CORRETO","Neea oppositifolia","Updated",
"Myrtaceae","Neea uleana",3,1,1,1,3002720,"Species","Accepted","Nyctaginaceae","Neea uleana","(Heimerl) Furlan",3002720,"N","Neea uleana",,,,"Accepted",24048,,"Neea uleana (Heimerl) Furlan","ESPECIE","(Heimerl) Furlan","NOME_ACEITO",,"Neea uleana","NOME_ACEITO",
"Myrtaceae","Neea verticillata",3,1,1,1,2384192,"Species","Accepted","Nyctaginaceae","Neea verticillata","Ruiz & Pav.",2384192,"N","Neea verticillata",,,,"Accepted",10930,,"Neea verticillata Ruiz & Pav.","ESPECIE","Ruiz & Pav.","NOME_ACEITO","NOME_CORRETO","Neea verticillata","NOME_ACEITO",
"Myrtaceae","Neea virens",2,,1,1,2384191,"Species","Accepted","Nyctaginaceae","Neea virens","Poepp. ex Heimerl",2384191,"N","Neea virens",,,,"Accepted",24049,,"Neea virens Poepp. ex Heimerl","ESPECIE","Poepp. ex Heimerl","NOME_ACEITO","NOME_CORRETO","Neea virens","NOME_ACEITO",
"Myrtaceae","Pisonia ambigua",1,,,1,2552344,"Species","Accepted","Nyctaginaceae","Pisonia ambigua","Heimerl",2552344,"N","Pisonia ambigua",,,,"Accepted",10933,,"Pisonia ambigua Heimerl","ESPECIE","Heimerl","NOME_ACEITO","NOME_CORRETO","Pisonia ambigua","NOME_ACEITO",
"Myrtaceae","Pisonia macranthocarpa",1,,,1,2553063,"Species","Accepted","Nyctaginaceae","Pisonia macranthocarpa","(Donn.Sm.) Donn.Sm.",2553063,"N","Pisonia macranthocarpa",,,,"Accepted",,,,,,,,,"Not found",
"Myrtaceae","Pisonia zapallo",1,,,1,2553148,"Species","Accepted","Nyctaginaceae","Pisonia zapallo","Griseb.",2553148,"N","Pisonia zapallo",,,,"Accepted",106075,,"Pisonia zapallo Griseb.","ESPECIE","Griseb.","NOME_ACEITO","NOME_CORRETO","Pisonia zapallo","NOME_ACEITO",
"Myrtaceae","Reichenbachia hirsuta",1,,,1,2425727,"Species","Accepted","Nyctaginaceae","Reichenbachia hirsuta","Spreng.",2425727,"N","Reichenbachia hirsuta",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Blastemanthus gemmiflorus",3,1,1,1,2677148,"Species","Accepted","Ochnaceae","Blastemanthus gemmiflorus","(Mart.) Planch.",2677148,"N","Blastemanthus gemmiflorus",,,,"Accepted",86102,,"Blastemanthus gemmiflorus (Mart. & Zucc.) Planch.","ESPECIE","(Mart. & Zucc.) Planch.","NOME_ACEITO","NOME_CORRETO","Blastemanthus gemmiflorus","NOME_ACEITO",
"Ochnaceae","Blastemanthus grandiflorus",3,1,1,1,2677149,"Species","Accepted","Ochnaceae","Blastemanthus grandiflorus","Spruce ex Engl.",2677149,"N","Blastemanthus grandiflorus",,,,"Accepted",115430,,"Blastemanthus grandiflorus Planch.","ESPECIE","Planch.","NOME_ACEITO","NOME_CORRETO","Blastemanthus grandiflorus","NOME_ACEITO",
"Ochnaceae","Blastemanthus sprucei",3,1,1,1,2873147,"Subspecies","Accepted","Ochnaceae","Blastemanthus gemmiflorus subsp. sprucei","(Tiegh.) Sastre",2873147,"N","Blastemanthus sprucei","Synonym","2677151","Tiegh.","Updated",86103,,"Blastemanthus sprucei Tiegh.","ESPECIE","Tiegh.","NOME_ACEITO","NOME_CORRETO","Blastemanthus sprucei","NOME_ACEITO",
"Ochnaceae","Cespedesia spathulata",3,1,1,1,2713273,"Species","Accepted","Ochnaceae","Cespedesia spathulata","(Ruiz & Pav.) Planch.",2713273,"N","Cespedesia spathulata",,,,"Accepted",24055,,"Cespedesia spathulata (Ruiz & Pav.) G.Planch.","ESPECIE","(Ruiz & Pav.) G.Planch.","NOME_ACEITO","NOME_CORRETO","Cespedesia spathulata","NOME_ACEITO",
"Ochnaceae","Elvasia brevipedicellata",3,1,1,1,2787803,"Species","Accepted","Ochnaceae","Elvasia brevipedicellata","Ule",2787803,"N","Elvasia brevipedicellata",,,,"Accepted",86105,,"Elvasia brevipedicellata Ule","ESPECIE","Ule","NOME_ACEITO","NOME_CORRETO","Elvasia brevipedicellata","NOME_ACEITO",
"Ochnaceae","Elvasia calophyllea",3,1,1,1,2787804,"Species","Accepted","Ochnaceae","Elvasia calophyllea","DC.",2787804,"N","Elvasia calophyllea",,,,"Accepted",86106,,"Elvasia calophyllea DC.","ESPECIE","DC.","NOME_ACEITO","NOME_CORRETO","Elvasia calophyllea","NOME_ACEITO",
"Ochnaceae","Elvasia canescens",2,,1,1,2787805,"Species","Accepted","Ochnaceae","Elvasia canescens","(Tiegh.) Gilg",2787805,"N","Elvasia canescens",,,,"Accepted",86107,,"Elvasia canescens (Tiegh.) Gilg","ESPECIE","(Tiegh.) Gilg","NOME_ACEITO","NOME_CORRETO","Elvasia canescens","NOME_ACEITO",
"Ochnaceae","Elvasia elvasioides",2,,1,1,2787807,"Species","Accepted","Ochnaceae","Elvasia elvasioides","(Planch.) Gilg",2787807,"N","Elvasia elvasioides",,,,"Accepted",86110,,"Elvasia elvasioides Gilg","ESPECIE","Gilg","NOME_ACEITO","NOME_CORRETO","Elvasia elvasioides","NOME_ACEITO",
"Ochnaceae","Elvasia essequibensis",2,,1,1,2787808,"Species","Accepted","Ochnaceae","Elvasia essequibensis","Engl.",2787808,"N","Elvasia essequibensis",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Elvasia macrostipularis",3,1,1,1,2787810,"Species","Accepted","Ochnaceae","Elvasia macrostipularis","Sastre & Lescure",2787810,"N","Elvasia macrostipularis",,,,"Accepted",115381,,"Elvasia macrostipularis Sastre & Lescure","ESPECIE","Sastre & Lescure","NOME_ACEITO",,"Elvasia macrostipularis","NOME_ACEITO",
"Ochnaceae","Elvasia quinqueloba",3,1,1,1,2787812,"Species","Accepted","Ochnaceae","Elvasia quinqueloba","Spruce ex Engl.",2787812,"N","Elvasia quinqueloba",,,,"Accepted",115686,,"Elvasia quinqueloba Spruce ex Engl.","ESPECIE","Spruce ex Engl.","NOME_ACEITO","NOME_CORRETO","Elvasia quinqueloba","NOME_ACEITO",
"Ochnaceae","Elvasia sphaerocarpa",2,,1,1,2787815,"Species","Accepted","Ochnaceae","Elvasia sphaerocarpa","R.S.Cowan",2787815,"N","Elvasia sphaerocarpa",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Froesia crassiflora",2,,1,1,2814785,"Species","Accepted","Ochnaceae","Froesia crassiflora","Pires & Fróes",2814785,"N","Froesia crassiflora",,,,"Accepted",79658,,"Froesia crassiflora Pires & Fróes","ESPECIE","Pires & Fróes","NOME_ACEITO","NOME_CORRETO","Froesia crassiflora","NOME_ACEITO",
"Ochnaceae","Froesia diffusa",2,,1,1,2814786,"Species","Accepted","Ochnaceae","Froesia diffusa","Gereau & R.Vásquez",2814786,"N","Froesia diffusa",,,,"Accepted",24350,,"Froesia diffusa Gereau & Vásquez","ESPECIE","Gereau & Vásquez","NOME_ACEITO","NOME_CORRETO","Froesia diffusa","NOME_ACEITO",
"Ochnaceae","Froesia gereauana",2,,1,1,2814787,"Species","Accepted","Ochnaceae","Froesia gereauana","J.V.Schneid. & Zizka",2814787,"N","Froesia gereauana",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Froesia tricarpa",2,,1,1,2814788,"Species","Accepted","Ochnaceae","Froesia tricarpa","Pires",2814788,"N","Froesia tricarpa",,,,"Accepted",79659,,"Froesia tricarpa Pires","ESPECIE","Pires","NOME_ACEITO","NOME_CORRETO","Froesia tricarpa","NOME_ACEITO",
"Ochnaceae","Krukoviella disticha",1,,,1,2334633,"Species","Accepted","Ochnaceae","Krukoviella disticha","(Tiegh.) Dwyer",2334633,"N","Krukoviella disticha",,,,"Accepted",86115,,"Krukoviella disticha (Tiegh.) Dwyer","ESPECIE","(Tiegh.) Dwyer","NOME_ACEITO","NOME_CORRETO","Krukoviella disticha","NOME_ACEITO",
"Ochnaceae","Lacunaria crenata",2,,1,1,2493254,"Species","Accepted","Ochnaceae","Lacunaria crenata","(Tul.) A.C.Sm.",2493254,"N","Lacunaria crenata",,,,"Accepted",24352,,"Lacunaria crenata (Tul.) A.C.Sm.","ESPECIE","(Tul.) A.C.Sm.","NOME_ACEITO","NOME_CORRETO","Lacunaria crenata","NOME_ACEITO",
"Ochnaceae","Lacunaria grandifolia",2,,1,1,2493251,"Species","Accepted","Ochnaceae","Lacunaria grandifolia","Ducke",2493251,"N","Lacunaria grandifolia",,,,"Accepted",79652,,"Lacunaria grandifolia Ducke","ESPECIE","Ducke","NOME_ACEITO","NOME_CORRETO","Lacunaria grandifolia","NOME_ACEITO",
"Ochnaceae","Lacunaria jenmanii",2,,1,1,2493259,"Species","Accepted","Ochnaceae","Lacunaria jenmanii","(Oliv.) Ducke",2493259,"N","Lacunaria jenmanii",,,,"Accepted",87355,,"Lacunaria jenmanii (Oliv.) Ducke","ESPECIE","(Oliv.) Ducke","NOME_ACEITO","NOME_CORRETO","Lacunaria jenmanii","NOME_ACEITO",
"Ochnaceae","Lacunaria macrostachya",2,,1,1,2493250,"Species","Accepted","Ochnaceae","Lacunaria macrostachya","(Tul.) A.C.Sm.",2493250,"N","Lacunaria macrostachya",,,,"Accepted",24353,,"Lacunaria macrostachya (Tul.) A.C.Sm.","ESPECIE","(Tul.) A.C.Sm.","NOME_ACEITO","NOME_CORRETO","Lacunaria macrostachya","NOME_ACEITO",
"Ochnaceae","Lacunaria oppositifolia",2,,1,1,2493247,"Species","Accepted","Ochnaceae","Lacunaria oppositifolia","Pires",2493247,"N","Lacunaria oppositifolia",,,,"Accepted",79654,,"Lacunaria oppositifolia Pires","ESPECIE","Pires","NOME_ACEITO","NOME_CORRETO","Lacunaria oppositifolia","NOME_ACEITO",
"Ochnaceae","Lacunaria panamensis",1,,,1,3259479,"Subspecies","Accepted","Ochnaceae","Lacunaria crenata subsp. crenata",,3259479,"N","Lacunaria panamensis","Synonym","2493246","(Standl.) Standl.","Updated",,,,,,,,,"Not found",
"Ochnaceae","Lacunaria sampaioi",2,,1,1,2493252,"Species","Accepted","Ochnaceae","Lacunaria sampaioi","Ducke",2493252,"N","Lacunaria sampaioi",,,,"Accepted",79657,,"Lacunaria sampaioi Ducke","ESPECIE","Ducke","NOME_ACEITO","NOME_CORRETO","Lacunaria sampaioi","NOME_ACEITO",
"Ochnaceae","Lacunaria umbonata",2,,1,1,2493221,"Species","Accepted","Ochnaceae","Lacunaria umbonata","Pires",2493221,"N","Lacunaria umbonata",,,,"Accepted",87356,,"Lacunaria umbonata Pires","ESPECIE","Pires","NOME_ACEITO","NOME_CORRETO","Lacunaria umbonata","NOME_ACEITO",
"Ochnaceae","Ouratea acuminata",3,1,1,1,2399694,"Species","Accepted","Ochnaceae","Ouratea acuminata","(DC.) Engl.",2399694,"N","Ouratea acuminata",,,,"Accepted",31704,,"Ouratea acuminata (A.DC.) Engl.","ESPECIE","(A.DC.) Engl.","NOME_ACEITO","NOME_CORRETO","Ouratea acuminata","NOME_ACEITO",
"Ochnaceae","Ouratea acuta",1,,,1,2399696,"Species","Accepted","Ochnaceae","Ouratea acuta","(Tiegh.) Sastre",2399696,"N","Ouratea acuta",,,,"Accepted",116905,,"Ouratea acuta (Tiegh.) Sastre","ESPECIE","(Tiegh.) Sastre","NOME_ACEITO","NOME_CORRETO","Ouratea acuta","NOME_ACEITO",
"Ochnaceae","Ouratea amplifolia",2,,1,1,2399700,"Species","Accepted","Ochnaceae","Ouratea amplifolia","Sleumer",2399700,"N","Ouratea amplifolia",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea apurensis",2,,1,1,2399684,"Species","Accepted","Ochnaceae","Ouratea apurensis","Sastre",2399684,"N","Ouratea apurensis",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea aquatica",2,,1,1,2399683,"Species","Accepted","Ochnaceae","Ouratea aquatica","(Kunth) Engl.",2399683,"N","Ouratea aquatica",,,,"Accepted",86116,,"Ouratea aquatica (H.B.K.) Engl.","ESPECIE","(H.B.K.) Engl.","NOME_ACEITO","NOME_CORRETO","Ouratea aquatica","NOME_ACEITO",
"Ochnaceae","Ouratea arbobrevicalyx",2,,1,1,2399682,"Species","Accepted","Ochnaceae","Ouratea arbobrevicalyx","Sastre",2399682,"N","Ouratea arbobrevicalyx",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea aromatica",2,,1,1,2399633,"Species","Accepted","Ochnaceae","Ouratea aromatica","J.F.Macbr.",2399633,"N","Ouratea aromatica",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea articulata",2,,1,1,2399693,"Species","Accepted","Ochnaceae","Ouratea articulata","Sastre",2399693,"N","Ouratea articulata",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea attenuata",3,1,1,1,2399615,"Species","Accepted","Ochnaceae","Ouratea attenuata","Tiegh.",2399615,"N","Ouratea attenuata",,,,"Accepted",116909,,"Ouratea attenuata Tiegh.","ESPECIE","Tiegh.","NOME_ACEITO","NOME_CORRETO","Ouratea attenuata","NOME_ACEITO",
"Ochnaceae","Ouratea barrae",2,,1,1,2399635,"Species","Accepted","Ochnaceae","Ouratea barrae","(Tiegh.) Lasser",2399635,"N","Ouratea barrae",,,,"Accepted",583382,,"Ouratea barrae (Tiegh.) Lasser","ESPECIE","(Tiegh.) Lasser","NOME_ACEITO","NOME_CORRETO","Ouratea barrae","NOME_ACEITO",
"Ochnaceae","Ouratea bipartita",2,,1,1,2399629,"Species","Accepted","Ochnaceae","Ouratea bipartita","Sastre",2399629,"N","Ouratea bipartita",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea boliviana",1,,,1,2399627,"Species","Accepted","Ochnaceae","Ouratea boliviana","Tiegh.",2399627,"N","Ouratea boliviana",,,,"Accepted",19928,,"Ouratea hexasperma (A.St.-Hil.) Baill.","ESPECIE","(A.St.-Hil.) Baill.","NOME_ACEITO","NOME_CORRETO","Ouratea hexasperma","Updated",
"Ochnaceae","Ouratea candelabra",2,,1,1,2605073,"Species","Accepted","Ochnaceae","Ouratea candelabra","Sastre",2605073,"N","Ouratea candelabra",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea candollei",2,,1,1,2399786,"Species","Accepted","Ochnaceae","Ouratea candollei","(Planch.) Tiegh.",2399786,"N","Ouratea candollei",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea cardiosperma",2,,1,1,2399784,"Species","Accepted","Ochnaceae","Ouratea cardiosperma","(Lam.) Engl.",2399784,"N","Ouratea cardiosperma",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea cassinifolia",3,1,1,1,2399768,"Species","Accepted","Ochnaceae","Ouratea cassinifolia","(DC.) Engl.",2399768,"N","Ouratea cassinifolia",,,,"Accepted",115579,31705,"Ouratea cassinefolia (A.DC.) Engl.","ESPECIE","(A.DC.) Engl.","SINONIMO","VARIANTE_ORTOGRAFICA","Ouratea cassinefolia","Updated",
"Ochnaceae","Ouratea castaneifolia",3,1,1,1,2399782,"Species","Accepted","Ochnaceae","Ouratea castaneifolia","(DC.) Engl.",2399782,"N","Ouratea castaneifolia",,,,"Accepted",19920,,"Ouratea castaneifolia (DC.) Engl.","ESPECIE","(DC.) Engl.","NOME_ACEITO","NOME_CORRETO","Ouratea castaneifolia","NOME_ACEITO",
"Ochnaceae","Ouratea cataniapoensis",1,,,1,3226498,"Species","Accepted","Ochnaceae","Ouratea cataniapoensis","Aymard",3226498,"N","Ouratea cataniapoensis",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea cataractarum",1,,,1,2399797,"Species","Accepted","Ochnaceae","Ouratea cataractarum","Sandwith",2399797,"N","Ouratea cataractarum",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea caudata",1,,,1,2399780,"Species","Accepted","Ochnaceae","Ouratea caudata","Engl.",2399780,"N","Ouratea caudata",,,,"Accepted",31706,,"Ouratea caudata Engl.","ESPECIE","Engl.","NOME_ACEITO","NOME_CORRETO","Ouratea caudata","NOME_ACEITO",
"Ochnaceae","Ouratea cerebroidea",2,,1,1,2399778,"Species","Accepted","Ochnaceae","Ouratea cerebroidea","Sastre",2399778,"N","Ouratea cerebroidea",,,,"Accepted",115359,,"Ouratea cerebroidea Sastre","ESPECIE","Sastre","NOME_ACEITO","NOME_CORRETO","Ouratea cerebroidea","NOME_ACEITO",
"Ochnaceae","Ouratea cernuiflora",1,,,1,2401564,"Species","Accepted","Ochnaceae","Ouratea cernuiflora","Sandwith",2401564,"N","Ouratea cernuiflora",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea chiribiquetensis",2,,1,1,2399776,"Species","Accepted","Ochnaceae","Ouratea chiribiquetensis","Sastre",2399776,"N","Ouratea chiribiquetensis",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea chrysopetala",3,1,1,1,2399774,"Species","Accepted","Ochnaceae","Ouratea chrysopetala","Ule",2399774,"N","Ouratea chrysopetala",,,,"Accepted",86118,,"Ouratea chrysopetala Ule","ESPECIE","Ule","NOME_ACEITO","NOME_CORRETO","Ouratea chrysopetala","NOME_ACEITO",
"Ochnaceae","Ouratea cidiana",1,,,1,2399773,"Species","Accepted","Ochnaceae","Ouratea cidiana","Sastre",2399773,"N","Ouratea cidiana",,,,"Accepted",105628,,"Ouratea cidiana Sastre","ESPECIE","Sastre","NOME_ACEITO","NOME_CORRETO","Ouratea cidiana","NOME_ACEITO",
"Ochnaceae","Ouratea cinnamomea",1,,,1,2399771,"Species","Accepted","Ochnaceae","Ouratea cinnamomea","Wawra",2399771,"N","Ouratea cinnamomea",,,,"Accepted",31706,,"Ouratea caudata Engl.","ESPECIE","Engl.","NOME_ACEITO","NOME_CORRETO","Ouratea caudata","Updated",
"Ochnaceae","Ouratea clarkii",2,,1,1,2399769,"Species","Accepted","Ochnaceae","Ouratea clarkii","Sastre",2399769,"N","Ouratea clarkii",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea claudei",1,,,1,2605074,"Species","Accepted","Ochnaceae","Ouratea claudei","Salvador, E.P.Santos & Cervi",2605074,"N","Ouratea claudei",,,,"Accepted",105571,,"Ouratea claudei G.S. Salvador, E.P. dos Santos & A.C. Cervi","ESPECIE","G.S. Salvador, E.P. dos Santos & A.C. Cervi","NOME_ACEITO","NOME_CORRETO","Ouratea claudei","NOME_ACEITO",
"Ochnaceae","Ouratea coccinea",3,1,1,1,2399827,"Species","Accepted","Ochnaceae","Ouratea coccinea","Engl.",2399827,"N","Ouratea coccinea",,,,"Accepted",24056,,"Ouratea coccinea (Mart.) Engl.","ESPECIE","(Mart.) Engl.","NOME_ACEITO","NOME_CORRETO","Ouratea coccinea","NOME_ACEITO",
"Ochnaceae","Ouratea confertiflora",1,,,1,2399817,"Species","Accepted","Ochnaceae","Ouratea confertiflora","(Pohl) Engl.",2399817,"N","Ouratea confertiflora",,,,"Accepted",31707,,"Ouratea confertiflora (Pohl) Engl.","ESPECIE","(Pohl) Engl.","NOME_ACEITO","NOME_CORRETO","Ouratea confertiflora","NOME_ACEITO",
"Ochnaceae","Ouratea crassifolia",1,,,1,2399826,"Species","Accepted","Ochnaceae","Ouratea crassifolia","(Pohl) Engl.",2399826,"N","Ouratea crassifolia",,,,"Accepted",19922,,"Ouratea crassifolia (Pohl) Engl.","ESPECIE","(Pohl) Engl.","NOME_ACEITO","NOME_CORRETO","Ouratea crassifolia","NOME_ACEITO",
"Ochnaceae","Ouratea culminicola",2,,1,1,2399808,"Species","Accepted","Ochnaceae","Ouratea culminicola","Maguire & Steyerm.",2399808,"N","Ouratea culminicola",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea davidsei",2,,1,1,2399804,"Species","Accepted","Ochnaceae","Ouratea davidsei","Sastre",2399804,"N","Ouratea davidsei",,,,"Accepted",,,,,,,,,"Not found",
"Ochnaceae","Ouratea decagyna",2,,1,1,2399803,"Species","Accepted","Ochnaceae","Ouratea decagyna","Maguire",2399803,"N","Ouratea decagyna",,,,"Accepted",86120,,"Ouratea decagyna Maguire","ESPECIE","Maguire",,"NOME_ILEGITIMO","Ouratea decagyna",,
"Ochnaceae","Ouratea discophora",3,1,1,1,2399727,"Species","Accepted","Ochnaceae","Ouratea discophora","Ducke",2399727,"N","Ouratea discophora",,,,"Accepted",31708,,"Ouratea discophora Ducke","ESPECIE","Ducke","NOME_ACEITO","NOME_CORRETO","Ouratea discophora","NOME_ACEITO",
"Ochnaceae","Ouratea duckei",2,,1,1,2399718,"Species","Accepted","Ochnaceae","Ouratea duckei","Huber",2399718,"N","Ouratea duckei",,,,"Accepted",79458,,"Ouratea duckei Huber","ESPECIE","Huber","NOME_ACEITO","NOME_CORRETO","Ouratea duckei","NOME_ACEITO",
"Ochnaceae","Ouratea elongata",2,,1,1,,,,,,,,,"OURATEA ELONGATA","Synonym|Unplaced","2399723|2399752","(Oliv.) Engl.|Sastre","Homonyms",,,,,,,,,"Not found",
"Ochnaceae","Ouratea engleri",2,,1,1,2399756,"Species","Accepted","Ochnaceae","Ouratea engleri","Tiegh.",2399756,"N","Ouratea engleri",,,,"Accepted",86121,,"Ouratea engleri Tiegh.","ESPECIE","Tiegh.","NOME_ACEITO","NOME_CORRETO","Ouratea engleri","NOME_ACEITO",
